14,ksoftirqd/0,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,ksoftirqd/0 (PID 14) is a well-known Linux kernel thread. No threat intelligence hits. Confirmed legitimate by official Linux kernel documentation and multiple reputable sources. PID 14 is consistent with expected kernel thread PID assignment on standard Linux systems.,"ksoftirqd/0 is a per-CPU kernel thread responsible for executing deferred softirq handlers under heavy load. It runs in kernel space with no userland address space, no network connections, no command line, and no hash — all expected for a kernel thread. No anomalies detected."
15,rcu_preempt,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,rcu_preempt (PID 15) is a standard Linux RCU (Read-Copy-Update) kernel thread. No threat intelligence hits. PID 15 is consistent with expected kernel thread ordering on PREEMPT-enabled kernels. Confirmed legitimate by Linux kernel source and documentation.,"rcu_preempt is a core RCU subsystem kernel thread that manages grace periods on preemptible kernels. No network activity, no command line, no hash, and no orphan connection. Fully consistent with normal kernel-space operation. No indicators of compromise."
16,rcu_exp_par_gp_kthread_worker/0,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,"rcu_exp_par_gp_kthread_worker (PID 16) is a legitimate RCU expedited parallel grace-period worker thread, created via kthread_create_worker() in kernel/rcu/tree.c under CONFIG_RCU_EXP_KTHREAD. No threat intelligence hits across any public sources.","This is a kernel-internal RCU worker thread for expedited grace period processing. Its name and origin are directly traceable to Linux kernel source code (kernel/rcu/tree.c). No network connections, no command line, no hash. No behavioral or intelligence-based indicators of malice."
17,rcu_exp_gp_kthread_worker,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,"rcu_exp_gp_kthread_worker (PID 17) is a legitimate Linux kernel RCU expedited global grace-period worker thread, created in kernel/rcu/tree.c. No threat intelligence hits. Name and behavior are consistent with standard kernel RCU subsystem operation.","Kernel thread responsible for managing expedited RCU global grace periods. Directly instantiated from Linux kernel source. No network activity, no userland artifacts, no orphan connections. All telemetry fields are consistent with a normal kernel-space thread. No IOCs present."
18,migration/0,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,migration/0 (PID 18) is a well-documented per-CPU Linux kernel scheduler thread. No threat intelligence hits. Confirmed legitimate by official Linux kernel documentation. PID assignment is consistent with standard kernel thread initialization order.,"migration/0 is a per-CPU real-time kernel thread (SCHED_FIFO, priority 99) responsible for migrating tasks between CPU run queues. No network connections, no command line, no hash. Entirely kernel-space with no userland address space. No anomalies or IOCs detected."
19,idle_inject/0,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,"idle_inject/0 (PID 19) is a legitimate Linux kernel per-CPU thread used for CPU idle injection, typically for thermal management or power capping (e.g., Intel RAPL). No threat intelligence hits. Confirmed by Linux kernel documentation and reputable OS references.","idle_inject/0 is a kernel thread used to force CPU idle periods for power/thermal management purposes. No network activity, no command line, no hash, and no orphan connection. Behavior and telemetry are fully consistent with a standard kernel-space thread. No IOCs."
20,cpuhp/0,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,cpuhp/0 (PID 20) is a standard Linux kernel CPU hotplug thread. No threat intelligence hits. Confirmed legitimate by Linux kernel documentation and observed in standard ps output on production Linux systems. PID is consistent with expected kernel thread ordering.,"cpuhp/0 is a per-CPU kernel thread that manages CPU hotplug state machine transitions (online/offline events). No network connections, no command line, no hash, and no orphan connection. All telemetry is consistent with normal kernel-space operation. No IOCs detected."
21,cpuhp/2,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,cpuhp/2 (PID 21) is a standard Linux kernel CPU hotplug thread for CPU 2. No threat intelligence hits. Confirmed legitimate by Linux kernel documentation and consistent with standard per-CPU kernel thread naming conventions (cpuhp/N).,"cpuhp/2 mirrors cpuhp/0 in function, scoped to CPU 2. It handles CPU hotplug state transitions for that specific core. No network activity, no command line, no hash, and no orphan connection. Fully consistent with expected kernel-space behavior. No IOCs."
22,idle_inject/2,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,idle_inject/2 (PID 22) is a legitimate Linux kernel per-CPU idle injection thread for CPU 2. No threat intelligence hits. Consistent with standard Linux kernel power/thermal management subsystem behavior. Name follows the expected idle_inject/N per-CPU naming pattern.,"idle_inject/2 is the CPU 2 counterpart of idle_inject/0, serving the same thermal/power management role. No network connections, no command line, no hash, and no orphan connection. All telemetry fields are consistent with a normal kernel-space thread. No IOCs present."
23,migration/2,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,migration/2 (PID 23) is a standard Linux kernel per-CPU task migration thread for CPU 2. No threat intelligence hits. Confirmed legitimate by Linux kernel documentation and consistent with observed kernel thread PID assignments on standard Linux systems.,"migration/2 is the CPU 2 counterpart of migration/0, handling task migration for that CPU's run queue. No network activity, no command line, no hash, and no orphan connection. Telemetry is fully consistent with a normal kernel-space scheduler thread. No IOCs detected."
24,ksoftirqd/2,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,"No threat intelligence hits for ksoftirqd/2 at PID 24. This is a well-documented Linux per-CPU kernel thread. Legitimate kernel threads carry no SHA-256 hash, no executable path, and no command line — all consistent with this record. No network activity observed.","ksoftirqd/N is a standard Linux kernel softirq handler thread, one per CPU. PID 24 is in the expected low-PID boot-time range. No hash, no command line, no network connection, and no orphan connection are all hallmarks of a genuine kernel thread. No masquerading indicators (e.g., non-empty executable path) are present."
26,kworker/2:0H-events_highpri,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,"No threat intelligence hits for kworker/2:0H-events_highpri at PID 26. This is a legitimate high-priority kernel workqueue worker thread pinned to CPU 2. No hash, executable, or network artifacts present to suggest masquerading.","kworker/N:XH-events_highpri is a standard Linux kernel high-priority workqueue thread. The 'H' suffix denotes a real-time high-priority worker. PID 26 is consistent with boot-time kernel thread allocation. Absence of executable path, hash, command line, and network activity confirms this is a genuine kernel thread, not a masquerading process."
27,cpuhp/4,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,"No threat intelligence hits for cpuhp/4 at PID 27. cpuhp/N is a well-known Linux kernel CPU hotplug thread, one per CPU. No executable, hash, or network artifacts are present, consistent with a legitimate kernel thread.","cpuhp/N is a standard Linux kernel CPU hotplug management thread. PID 27 falls within the expected low-PID boot-time kernel thread range. No hash, command line, network connection, or orphan connection are present. No masquerading indicators detected."
28,idle_inject/4,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,"No threat intelligence hits for idle_inject/4 at PID 28. idle_inject/N is a documented Linux kernel thread used for thermal and power management idle injection. No executable, hash, or network artifacts present.","idle_inject/N is a legitimate per-CPU Linux kernel thread that simulates forced CPU idle states for thermal/power management purposes. PID 28 is consistent with boot-time kernel thread allocation. No hash, command line, network activity, or orphan connection detected. No masquerading indicators present."
29,migration/4,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,"No threat intelligence hits for migration/4 at PID 29. migration/N is a well-documented Linux kernel scheduler thread responsible for moving tasks between CPUs for load balancing. No executable, hash, or network artifacts present.","migration/N is a standard Linux kernel per-CPU task migration thread used by the scheduler. PID 29 is in the expected low-PID boot-time range. No hash, command line, network connection, or orphan connection are present. All attributes are consistent with a genuine kernel thread."
30,ksoftirqd/4,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,"No threat intelligence hits for ksoftirqd/4 at PID 30. This is a standard Linux per-CPU softirq handler kernel thread. No executable path, hash, command line, or network activity present — consistent with a legitimate kernel thread.","ksoftirqd/N handles deferred software interrupt processing on a per-CPU basis. PID 30 is consistent with boot-time kernel thread allocation. No hash, command line, network connection, or orphan connection detected. No masquerading indicators (e.g., non-empty executable path or user-space memory mappings) are present."
32,kworker/4:0H-events_highpri,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,"No threat intelligence hits for kworker/4:0H-events_highpri at PID 32. This is a legitimate Linux high-priority kernel workqueue thread pinned to CPU 4. No executable, hash, command line, or network artifacts present.","kworker/4:0H-events_highpri is a standard Linux kernel high-priority workqueue thread. PID 32 is in the expected low-PID boot-time range. Absence of executable path, hash, command line, and network activity confirms this is a genuine kernel thread. No masquerading indicators detected."
33,cpuhp/6,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,"No threat intelligence hits for cpuhp/6 at PID 33. cpuhp/N is a well-known Linux kernel CPU hotplug thread. No executable, hash, command line, or network artifacts present, consistent with a legitimate kernel thread.","cpuhp/N is a standard Linux kernel CPU hotplug management thread. PID 33 falls within the expected low-PID boot-time kernel thread range. No hash, command line, network connection, or orphan connection are present. No masquerading indicators detected."
34,idle_inject/6,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,"No threat intelligence hits for idle_inject/6 at PID 34. idle_inject/N is a documented Linux kernel thread for thermal/power idle injection. No executable, hash, command line, or network artifacts present.","idle_inject/N is a legitimate per-CPU Linux kernel thread for power and thermal management. PID 34 is consistent with boot-time kernel thread allocation. No hash, command line, network activity, or orphan connection detected. All attributes align with a genuine kernel thread."
35,migration/6,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,"No threat intelligence hits for migration/6 at PID 35. migration/N is a well-documented Linux kernel scheduler thread for inter-CPU task migration. No executable, hash, command line, or network artifacts present.","migration/N is a standard Linux kernel per-CPU task migration thread. PID 35 is in the expected low-PID boot-time range. No hash, command line, network connection, or orphan connection are present. All attributes are consistent with a genuine kernel thread. No masquerading indicators detected."
36,ksoftirqd/6,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,"ksoftirqd/6 is a well-documented Linux per-CPU kernel thread. No threat intelligence hits found. No network activity, no command line, no hash — all consistent with a kernel-space thread. Confirmed present in official Linux kernel documentation and Red Hat knowledge base.","ksoftirqd/N is a legitimate kernel softirq handler thread, one spawned per CPU to process deferred interrupt work. PID 36 is in the expected low-PID range for kernel threads. No network connections, no user-space artifacts, and no orphan connection. Fully benign kernel activity."
38,kworker/6:0H-events_highpri,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,kworker/6:0H-events_highpri is a standard Linux kernel worker thread. The 'H' suffix denotes a high-priority workqueue worker. No threat intelligence associations found. Confirmed as a normal kernel internal thread by Red Hat and Linux kernel documentation.,kworker threads are the kernel's catch-all mechanism for deferred work including timer and interrupt processing. The 'H' suffix indicates a high-priority (RT) workqueue binding to CPU 6. PID 38 is consistent with early kernel thread initialization. No network activity or suspicious indicators present.
39,cpuhp/8,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,"cpuhp/8 is a legitimate Linux kernel CPU hotplug management thread. No threat intelligence hits. CPU hotplug threads (cpuhp/N) are standard per-CPU kernel threads managing CPU online/offline state transitions, well-documented in Linux kernel internals.","cpuhp/N threads handle CPU hotplug events for each logical CPU. PID 39 falls within the expected kernel thread PID range. No network connections, no command line, no hash — all consistent with a pure kernel-space thread. No indicators of compromise."
40,idle_inject/8,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,idle_inject/8 is a documented Linux kernel per-CPU thread used for thermal and power management. No threat intelligence associations. Confirmed by Linux kernel source and documentation as a legitimate kthread for forced CPU idle injection.,"idle_inject/N simulates forced CPU idle periods for thermal throttling or power savings. PID 40 is consistent with early kernel thread initialization. No network activity, no user-space artifacts, no orphan connections. Entirely benign kernel power management behavior."
41,migration/8,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,"migration/8 is a well-known Linux kernel per-CPU scheduler thread. No threat intelligence hits. Confirmed by Linux kernel documentation, Red Hat, and multiple authoritative sources as a standard kernel thread for CPU load balancing.","migration/N is responsible for moving tasks between CPUs to balance scheduler load. PID 41 is in the expected low-PID kernel thread range. No network connections, no command line, no hash. Runs at RT priority 99 by design. No indicators of compromise whatsoever."
42,ksoftirqd/8,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,ksoftirqd/8 is a standard Linux per-CPU softirq handler kernel thread. No threat intelligence associations found. Extensively documented in Linux kernel internals and Red Hat knowledge base as a normal OS component for deferred interrupt processing.,"ksoftirqd/N handles software interrupt bottom-halves when IRQs arrive faster than the OS can process them inline. PID 42 is consistent with kernel thread initialization order. No network activity, no user-space artifacts, no orphan connections. Fully benign."
44,kworker/8:0H-events_highpri,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,kworker/8:0H-events_highpri is a legitimate Linux high-priority kernel worker thread bound to CPU 8. No threat intelligence hits. The naming convention (CPU:worker_id + H suffix) is standard and documented in official Linux kernel documentation.,"kworker/8:0H is a high-priority workqueue worker pinned to CPU 8, handling deferred kernel work items at elevated scheduling priority. PID 44 is in the expected kernel thread range. No network connections, no command line, no hash. No indicators of compromise."
45,cpuhp/10,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,cpuhp/10 is a standard Linux kernel CPU hotplug thread for CPU 10. No threat intelligence associations. CPU hotplug threads are created at boot for each logical CPU and are well-documented in Linux kernel internals and official kernel documentation.,"cpuhp/N manages CPU online/offline state transitions for each logical processor. PID 45 is consistent with kernel thread initialization order. No network activity, no user-space artifacts, no orphan connections. Entirely expected kernel behavior on a multi-core system."
46,idle_inject/10,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,idle_inject/10 is a legitimate Linux kernel per-CPU thread for thermal and power management on CPU 10. No threat intelligence hits. Confirmed by Linux kernel source documentation as a standard kthread used for forced idle injection for cooling or energy efficiency.,"idle_inject/N forces CPU idle periods to manage thermal load or power consumption. PID 46 is in the expected kernel thread PID range. No network connections, no command line, no hash, no orphan connections. Fully benign kernel power management activity."
47,migration/10,root,,unknown,1,2,,,False,,,,,,,,,,,False,BENIGN,HIGH,migration/10 is a well-documented Linux kernel per-CPU scheduler migration thread for CPU 10. No threat intelligence associations. Confirmed by Linux kernel documentation and systutorials.com as a stable kernel mechanism present from kernel 5.x through current 6.x releases.,"migration/N is the kernel's per-CPU task migration thread for scheduler load balancing. PID 47 is consistent with kernel thread initialization order on a multi-core system. No network activity, no user-space artifacts, no orphan connections. No indicators of compromise."
